Block Name,Point ID,vtkOriginalPointIds,alphat,div(phi),k,Ma,momentErrorMap_0,momentErrorMap_1,momentErrorMap_2,momentErrorMap_Magnitude,nut,omega,p,Points_0,Points_1,Points_2,Points_Magnitude,rho,T,U_0,U_1,U_2,U_Magnitude,yPlus
Airfoil,129,129,5.69383e-12,-2.40304e-07,1.89479e-07,0,0,0,0,0,4.84146e-12,20817.5,1.00038,0.643511,0.0505174,1,1.19023,0.999647,1.00067,0,0,0,0,0.555855
Airfoil,130,130,5.60466e-12,-2.31062e-07,1.84143e-07,0,0,0,0,0,4.76554e-12,20641.8,1.0004,0.653185,0.0501765,0,0.655109,0.999669,1.00067,0,0,0,0,0.552984
Airfoil,131,131,5.60466e-12,-2.31062e-07,1.84143e-07,0,0,0,0,0,4.76554e-12,20641.8,1.0004,0.653185,0.0501765,1,1.19548,0.999669,1.00067,0,0,0,0,0.552984
Airfoil,132,132,5.48911e-12,-2.24906e-07,1.77755e-07,0,0,0,0,0,4.66718e-12,20459.4,1.00043,0.662858,0.0498202,0,0.664727,0.999692,1.00068,0,0,0,0,0.549206
Airfoil,133,133,5.48911e-12,-2.24906e-07,1.77755e-07,0,0,0,0,0,4.66718e-12,20459.4,1.00043,0.662858,0.0498202,1,1.20078,0.999692,1.00068,0,0,0,0,0.549206
Airfoil,134,134,5.35121e-12,-1.94226e-07,1.70519e-07,0,0,0,0,0,4.54981e-12,20273.1,1.00047,0.672529,0.0494298,0,0.674343,0.99972,1.00069,0,0,0,0,0.54464
Airfoil,135,135,5.35121e-12,-1.94226e-07,1.70519e-07,0,0,0,0,0,4.54981e-12,20273.1,1.00047,0.672529,0.0494298,1,1.20613,0.99972,1.00069,0,0,0,0,0.54464
Airfoil,136,136,5.18568e-12,3.03803e-06,1.62277e-07,0,0,0,0,0,4.40893e-12,20079,1.0005,0.6822,0.0490244,0,0.68396,0.999749,1.00069,0,0,0,0,0.539033
Airfoil,137,137,5.18568e-12,3.03803e-06,1.62277e-07,0,0,0,0,0,4.40893e-12,20079,1.0005,0.6822,0.0490244,1,1.21153,0.999749,1.00069,0,0,0,0,0.539033
Airfoil,138,138,4.98055e-12,-4.52085e-07,1.5264e-07,0,0,0,0,0,4.23439e-12,19882.3,1.00055,0.69187,0.0485785,0,0.693573,0.999784,1.0007,0,0,0,0,0.531933
Airfoil,139,139,4.98055e-12,-4.52085e-07,1.5264e-07,0,0,0,0,0,4.23439e-12,19882.3,1.00055,0.69187,0.0485785,1,1.21698,0.999784,1.0007,0,0,0,0,0.531933
Airfoil,140,140,4.75885e-12,-1.3736e-06,1.42586e-07,0,0,0,0,0,4.04574e-12,19681.5,1.00059,0.701539,0.0481205,0,0.703187,0.999822,1.00071,0,0,0,0,0.524023
Airfoil,141,141,4.75885e-12,-1.3736e-06,1.42586e-07,0,0,0,0,0,4.04574e-12,19681.5,1.00059,0.701539,0.0481205,1,1.22249,0.999822,1.00071,0,0,0,0,0.524023
Airfoil,142,142,4.47259e-12,-1.13019e-06,1.30464e-07,0,0,0,0,0,3.80222e-12,19481.3,1.00065,0.711205,0.0476232,0,0.712798,0.999865,1.00072,0,0,0,0,0.513405
Airfoil,143,143,4.47259e-12,-1.13019e-06,1.30464e-07,0,0,0,0,0,3.80222e-12,19481.3,1.00065,0.711205,0.0476232,1,1.22804,0.999865,1.00072,0,0,0,0,0.513405
Airfoil,144,144,4.22952e-12,-1.26685e-06,1.20282e-07,0,0,0,0,0,3.59539e-12,19295.1,1.00071,0.720872,0.0471201,0,0.72241,0.999916,1.00073,0,0,0,0,0.504121
Airfoil,145,145,4.22952e-12,-1.26685e-06,1.20282e-07,0,0,0,0,0,3.59539e-12,19295.1,1.00071,0.720872,0.0471201,1,1.23364,0.999916,1.00073,0,0,0,0,0.504121
Airfoil,146,146,4.01144e-12,3.39444e-08,1.11368e-07,0,0,0,0,0,3.40985e-12,19116.6,1.00077,0.730538,0.0466076,0,0.732023,0.999963,1.00074,0,0,0,0,0.495372
Airfoil,147,147,4.01144e-12,3.39444e-08,1.11368e-07,0,0,0,0,0,3.40985e-12,19116.6,1.00077,0.730538,0.0466076,1,1.2393,0.999963,1.00074,0,0,0,0,0.495372
Airfoil,148,148,3.79287e-12,-2.49041e-07,1.02766e-07,0,0,0,0,0,3.22389e-12,18960.6,1.00083,0.740204,0.0461003,0,0.741638,1.00002,1.00076,0,0,0,0,0.486372
Airfoil,149,149,3.79287e-12,-2.49041e-07,1.02766e-07,0,0,0,0,0,3.22389e-12,18960.6,1.00083,0.740204,0.0461003,1,1.245,1.00002,1.00076,0,0,0,0,0.486372
Airfoil,150,150,3.65827e-12,-1.08186e-07,9.728e-08,0,0,0,0,0,3.10933e-12,18823.4,1.0009,0.749871,0.0456161,0,0.751258,1.00006,1.00077,0,0,0,0,0.480634
Airfoil,151,151,3.65827e-12,-1.08186e-07,9.728e-08,0,0,0,0,0,3.10933e-12,18823.4,1.0009,0.749871,0.0456161,1,1.25076,1.00006,1.00077,0,0,0,0,0.480634
Airfoil,152,152,3.48604e-12,7.74693e-08,9.08278e-08,0,0,0,0,0,2.96281e-12,18705.3,1.00095,0.75954,0.0451573,0,0.760881,1.00011,1.00078,0,0,0,0,0.473025
Airfoil,153,153,3.48604e-12,7.74693e-08,9.08278e-08,0,0,0,0,0,2.96281e-12,18705.3,1.00095,0.75954,0.0451573,1,1.25656,1.00011,1.00078,0,0,0,0,0.473025
Airfoil,154,154,3.3974e-12,-6.82525e-07,8.73189e-08,0,0,0,0,0,2.88734e-12,18625.1,1.00102,0.769211,0.0447374,0,0.770511,1.00016,1.00079,0,0,0,0,0.469086
Airfoil,155,155,3.3974e-12,-6.82525e-07,8.73189e-08,0,0,0,0,0,2.88734e-12,18625.1,1.00102,0.769211,0.0447374,1,1.26241,1.00016,1.00079,0,0,0,0,0.469086
Airfoil,156,156,3.30895e-12,8.64165e-08,8.39759e-08,0,0,0,0,0,2.81206e-12,18555.1,1.00106,0.778884,0.0443814,0,0.780147,1.00019,1.0008,0,0,0,0,0.464971
Airfoil,157,157,3.30895e-12,8.64165e-08,8.39759e-08,0,0,0,0,0,2.81206e-12,18555.1,1.00106,0.778884,0.0443814,1,1.26832,1.00019,1.0008,0,0,0,0,0.464971
Airfoil,158,158,3.21465e-12,7.3296e-07,8.07637e-08,0,0,0,0,0,2.7318e-12,18549.2,1.00112,0.788558,0.0440598,0,0.789788,1.00024,1.00081,0,0,0,0,0.460627
Airfoil,159,159,3.21465e-12,7.3296e-07,8.07637e-08,0,0,0,0,0,2.7318e-12,18549.2,1.00112,0.788558,0.0440598,1,1.27427,1.00024,1.00081,0,0,0,0,0.460627
Airfoil,160,160,3.31267e-12,-2.143e-07,8.37568e-08,0,0,0,0,0,2.815e-12,18576.8,1.00116,0.798235,0.043861,0,0.799439,1.00027,1.00082,0,0,0,0,0.465174
Airfoil,161,161,3.31267e-12,-2.143e-07,8.37568e-08,0,0,0,0,0,2.815e-12,18576.8,1.00116,0.798235,0.043861,1,1.28027,1.00027,1.00082,0,0,0,0,0.465174
Airfoil,162,162,3.28649e-12,-4.15877e-07,8.29336e-08,0,0,0,0,0,2.7927e-12,18618.4,1.00119,0.807913,0.0437141,0,0.809095,1.00029,1.00083,0,0,0,0,0.463938
Airfoil,163,163,3.28649e-12,-4.15877e-07,8.29336e-08,0,0,0,0,0,2.7927e-12,18618.4,1.00119,0.807913,0.0437141,1,1.28633,1.00029,1.00083,0,0,0,0,0.463938
Airfoil,164,164,3.34156e-12,-2.19299e-06,8.5134e-08,0,0,0,0,0,2.8394e-12,18742.6,1.00123,0.817593,0.0436743,0,0.818759,1.00033,1.00084,0,0,0,0,0.466415
Airfoil,165,165,3.34156e-12,-2.19299e-06,8.5134e-08,0,0,0,0,0,2.8394e-12,18742.6,1.00123,0.817593,0.0436743,1,1.29243,1.00033,1.00084,0,0,0,0,0.466415
Airfoil,166,166,3.47169e-12,-1.15932e-07,8.96839e-08,0,0,0,0,0,2.94995e-12,18866.9,1.00124,0.827272,0.0437486,0,0.828428,1.00034,1.00084,0,0,0,0,0.47243
Airfoil,167,167,3.47169e-12,-1.15932e-07,8.96839e-08,0,0,0,0,0,2.94995e-12,18866.9,1.00124,0.827272,0.0437486,1,1.29857,1.00034,1.00084,0,0,0,0,0.47243
Airfoil,168,168,3.4782e-12,-1.10762e-07,9.07223e-08,0,0,0,0,0,2.95543e-12,19062.9,1.00126,0.83695,0.0438982,0,0.838101,1.00035,1.00084,0,0,0,0,0.472718
Airfoil,169,169,3.4782e-12,-1.10762e-07,9.07223e-08,0,0,0,0,0,2.95543e-12,19062.9,1.00126,0.83695,0.0438982,1,1.30477,1.00035,1.00084,0,0,0,0,0.472718
Airfoil,170,170,3.6937e-12,-1.12768e-07,9.9268e-08,0,0,0,0,0,3.13851e-12,19341.3,1.00127,0.846625,0.0441962,0,0.847778,1.00036,1.00084,0,0,0,0,0.482037
Airfoil,171,171,3.6937e-12,-1.12768e-07,9.9268e-08,0,0,0,0,0,3.13851e-12,19341.3,1.00127,0.846625,0.0441962,1,1.311,1.00036,1.00084,0,0,0,0,0.482037
Airfoil,172,172,3.88751e-12,-6.00643e-08,1.0715e-07,0,0,0,0,0,3.30322e-12,19604.6,1.00126,0.856296,0.0446096,0,0.857457,1.00035,1.00084,0,0,0,0,0.490341
Airfoil,173,173,3.88751e-12,-6.00643e-08,1.0715e-07,0,0,0,0,0,3.30322e-12,19604.6,1.00126,0.856296,0.0446096,1,1.31728,1.00035,1.00084,0,0,0,0,0.490341
Airfoil,174,174,3.9656e-12,-4.733e-08,1.11692e-07,0,0,0,0,0,3.36959e-12,19934.9,1.00126,0.865961,0.0451207,0,0.867136,1.00035,1.00084,0,0,0,0,0.493545
Airfoil,175,175,3.9656e-12,-4.733e-08,1.11692e-07,0,0,0,0,0,3.36959e-12,19934.9,1.00126,0.865961,0.0451207,1,1.3236,1.00035,1.00084,0,0,0,0,0.493545
Airfoil,176,176,4.19469e-12,-4.12365e-08,1.22528e-07,0,0,0,0,0,3.5643e-12,20358.9,1.00124,0.87562,0.045765,0,0.876815,1.00034,1.00084,0,0,0,0,0.502671
Airfoil,177,177,4.19469e-12,-4.12365e-08,1.22528e-07,0,0,0,0,0,3.5643e-12,20358.9,1.00124,0.87562,0.045765,1,1.32996,1.00034,1.00084,0,0,0,0,0.502671
Airfoil,178,178,4.46375e-12,6.11804e-08,1.35328e-07,0,0,0,0,0,3.79303e-12,20789.6,1.00121,0.885268,0.0465389,0,0.88649,1.00031,1.00083,0,0,0,0,0.513105
Airfoil,179,179,4.46375e-12,6.11804e-08,1.35328e-07,0,0,0,0,0,3.79303e-12,20789.6,1.00121,0.885268,0.0465389,1,1.33636,1.00031,1.00083,0,0,0,0,0.513105
Airfoil,180,180,4.64367e-12,-7.75118e-08,1.45346e-07,0,0,0,0,0,3.94604e-12,21235.4,1.00116,0.894908,0.047413,0,0.896163,1.00027,1.00082,0,0,0,0,0.519828
Airfoil,181,181,4.64367e-12,-7.75118e-08,1.45346e-07,0,0,0,0,0,3.94604e-12,21235.4,1.00116,0.894908,0.047413,1,1.3428,1.00027,1.00082,0,0,0,0,0.519828
Airfoil,182,182,4.82143e-12,-2.64152e-08,1.56217e-07,0,0,0,0,0,4.09725e-12,21749.4,1.00112,0.904537,0.0483922,0,0.905831,1.00024,1.00081,0,0,0,0,0.526274
Airfoil,183,183,4.82143e-12,-2.64152e-08,1.56217e-07,0,0,0,0,0,4.09725e-12,21749.4,1.00112,0.904537,0.0483922,1,1.34927,1.00024,1.00081,0,0,0,0,0.526274
Airfoil,184,184,5.06169e-12,1.43625e-07,1.71013e-07,0,0,0,0,0,4.30162e-12,22363.7,1.00106,0.914156,0.0494802,0,0.915494,1.00019,1.0008,0,0,0,0,0.534731
Airfoil,185,185,5.06169e-12,1.43625e-07,1.71013e-07,0,0,0,0,0,4.30162e-12,22363.7,1.00106,0.914156,0.0494802,1,1.35578,1.00019,1.0008,0,0,0,0,0.534731
Airfoil,186,186,5.41577e-12,3.7631e-08,1.92489e-07,0,0,0,0,0,4.6028e-12,23065.2,1.00099,0.923759,0.0506924,0,0.925149,1.00013,1.00079,0,0,0,0,0.546686
Airfoil,187,187,5.41577e-12,3.7631e-08,1.92489e-07,0,0,0,0,0,4.6028e-12,23065.2,1.00099,0.923759,0.0506924,1,1.36231,1.00013,1.00079,0,0,0,0,0.546686
Airfoil,188,188,5.83328e-12,5.75177e-07,2.1873e-07,0,0,0,0,0,4.95805e-12,23816.5,1.00089,0.933347,0.05202,0,0.934796,1.00005,1.00077,0,0,0,0,0.560204
Airfoil,189,189,5.83328e-12,5.75177e-07,2.1873e-07,0,0,0,0,0,4.95805e-12,23816.5,1.00089,0.933347,0.05202,1,1.36888,1.00005,1.00077,0,0,0,0,0.560204
Airfoil,190,190,6.42372e-12,3.76071e-07,2.55938e-07,0,0,0,0,0,5.46042e-12,24576.1,1.00077,0.942919,0.0534564,0,0.944434,0.999956,1.00074,0,0,0,0,0.578053
Airfoil,191,191,6.42372e-12,3.76071e-07,2.55938e-07,0,0,0,0,0,5.46042e-12,24576.1,1.00077,0.942919,0.0534564,1,1.37548,0.999956,1.00074,0,0,0,0,0.578053
Airfoil,192,192,6.93258e-12,-4.4505e-07,2.89492e-07,0,0,0,0,0,5.89377e-12,25209.5,1.0006,0.952479,0.054978,0,0.954064,0.999818,1.00071,0,0,0,0,0.592913
Airfoil,193,193,6.93258e-12,-4.4505e-07,2.89492e-07,0,0,0,0,0,5.89377e-12,25209.5,1.0006,0.952479,0.054978,1,1.38211,0.999818,1.00071,0,0,0,0,0.592913
Airfoil,194,194,7.67254e-12,-1.06328e-06,3.40552e-07,0,0,0,0,0,6.52363e-12,25920.1,1.00044,0.962032,0.0565335,0,0.963692,0.9997,1.00068,0,0,0,0,0.612534
Airfoil,195,195,7.67254e-12,-1.06328e-06,3.40552e-07,0,0,0,0,0,6.52363e-12,25920.1,1.00044,0.962032,0.0565335,1,1.38878,0.9997,1.00068,0,0,0,0,0.612534
Airfoil,196,196,8.18171e-12,-1.03439e-06,3.93595e-07,0,0,0,0,0,6.95798e-12,27671.6,1.00019,0.971571,0.0581794,0,0.973311,0.99949,1.00064,0,0,0,0,0.626014
Airfoil,197,197,8.18171e-12,-1.03439e-06,3.93595e-07,0,0,0,0,0,6.95798e-12,27671.6,1.00019,0.971571,0.0581794,1,1.39547,0.99949,1.00064,0,0,0,0,0.626014
Airfoil,198,198,1.5928e-11,-0.000161751,1.00143e-06,0,0,0,0,0,1.35472e-11,28565.5,0.999922,0.981047,0.0601455,0,0.982889,0.999356,1.0005,0,0,0,0,0.7551
Airfoil,199,199,1.5928e-11,-0.000161751,1.00143e-06,0,0,0,0,0,1.35472e-11,28565.5,0.999922,0.981047,0.0601455,1,1.40217,0.999356,1.0005,0,0,0,0,0.7551
Airfoil,200,200,2.35573e-11,-3.94038e-05,1.23563e-06,0,0,0,0,0,2.0064e-11,21900.8,0.998413,0.99055,0.0619213,0,0.992484,0.997975,1.00038,0,0,0,0,0.884182
Airfoil,201,201,2.35573e-11,-3.94038e-05,1.23563e-06,0,0,0,0,0,2.0064e-11,21900.8,0.998413,0.99055,0.0619213,1,1.40891,0.997975,1.00038,0,0,0,0,0.884182
Airfoil,202,202,1.29077e-11,-7.23754e-05,4.54348e-07,0,0,0,0,0,1.10074e-11,13704.1,0.998192,1,0.0604,0,1.00182,0.997564,1.00057,0,0,0,0,0.652333
Airfoil,203,203,1.29077e-11,-7.23754e-05,4.54348e-07,0,0,0,0,0,1.10074e-11,13704.1,0.998192,1,0.0604,1,1.4155,0.997564,1.00057,0,0,0,0,0.652333
Airfoil,204,204,3.07199e-11,-2.62566e-05,1.58571e-06,0,0,0,0,0,2.61625e-11,16598,0.999531,0.0224036,0.0305272,1,1.00072,0.998763,1.00069,0,0,0,0,0.84468
Airfoil,205,205,3.07199e-11,-2.62566e-05,1.58571e-06,0,0,0,0,0,2.61625e-11,16598,0.999531,0.0224036,0.0305272,0,0.037866,0.998763,1.00069,0,0,0,0,0.84468
Airfoil,206,206,1.20045e-10,-6.56629e-06,6.94756e-06,0,0,0,0,0,1.02107e-10,15531.7,0.999561,0.0197172,0.0297564,1,1.00064,0.998854,1.00063,0,0,0,0,1.44376
Airfoil,207,207,1.20045e-10,-6.56629e-06,6.94756e-06,0,0,0,0,0,1.02107e-10,15531.7,0.999561,0.0197172,0.0297564,0,0.0356961,0.998854,1.00063,0,0,0,0,1.44376
Airfoil,208,208,1.51751e-10,1.28737e-05,8.59169e-06,0,0,0,0,0,1.29011e-10,13920,1.00066,0.0172947,0.0283949,1,1.00055,0.999836,1.00075,0,0,0,0,1.60347
Airfoil,209,209,1.51751e-10,1.28737e-05,8.59169e-06,0,0,0,0,0,1.29011e-10,13920,1.00066,0.0172947,0.0283949,0,0.0332472,0.999836,1.00075,0,0,0,0,1.60347
Airfoil,210,210,1.19866e-10,-2.74665e-06,6.22665e-06,0,0,0,0,0,1.01852e-10,13719.6,1.00131,0.0149282,0.0269082,1,1.00047,1.00034,1.00089,0,0,0,0,1.49432
Airfoil,211,211,1.19866e-10,-2.74665e-06,6.22665e-06,0,0,0,0,0,1.01852e-10,13719.6,1.00131,0.0149282,0.0269082,0,0.0307718,1.00034,1.00089,0,0,0,0,1.49432
Airfoil,212,212,1.12024e-10,-9.6636e-06,5.65867e-06,0,0,0,0,0,9.5137e-11,13597.1,1.00195,0.0126852,0.0252476,1,1.0004,1.00089,1.00098,0,0,0,0,1.46162
Airfoil,213,213,1.12024e-10,-9.6636e-06,5.65867e-06,0,0,0,0,0,9.5137e-11,13597.1,1.00195,0.0126852,0.0252476,0,0.0282552,1.00089,1.00098,0,0,0,0,1.46162
Airfoil,214,214,1.04444e-10,-5.97823e-06,5.08108e-06,0,0,0,0,0,8.86528e-11,13359.9,1.00256,0.0105009,0.0235042,1,1.00033,1.0014,1.00108,0,0,0,0,1.42985
Airfoil,215,215,1.04444e-10,-5.97823e-06,5.08108e-06,0,0,0,0,0,8.86528e-11,13359.9,1.00256,0.0105009,0.0235042,0,0.0257432,1.0014,1.00108,0,0,0,0,1.42985
Airfoil,216,216,1.01722e-10,-3.00251e-05,4.8082e-06,0,0,0,0,0,8.63016e-11,13084.1,1.00312,0.00851085,0.0215507,1,1.00027,1.00188,1.00117,0,0,0,0,1.41769
Airfoil,217,217,1.01722e-10,-3.00251e-05,4.8082e-06,0,0,0,0,0,8.63016e-11,13084.1,1.00312,0.00851085,0.0215507,0,0.0231704,1.00188,1.00117,0,0,0,0,1.41769
Airfoil,218,218,1.01767e-10,-5.35588e-06,4.589e-06,0,0,0,0,0,8.62909e-11,12533.9,1.00378,0.00660306,0.0195084,1,1.00021,1.00244,1.00126,0,0,0,0,1.41785
Airfoil,219,219,1.01767e-10,-5.35588e-06,4.589e-06,0,0,0,0,0,8.62909e-11,12533.9,1.00378,0.00660306,0.0195084,0,0.0205956,1.00244,1.00126,0,0,0,0,1.41785
Airfoil,220,220,7.61459e-11,-1.22376e-05,3.09047e-06,0,0,0,0,0,6.45286e-11,11982.1,1.00454,0.00515304,0.0171314,1,1.00016,1.00309,1.00137,0,0,0,0,1.27129
Airfoil,221,221,7.61459e-11,-1.22376e-05,3.09047e-06,0,0,0,0,0,6.45286e-11,11982.1,1.00454,0.00515304,0.0171314,0,0.0178896,1.00309,1.00137,0,0,0,0,1.27129
Airfoil,222,222,3.70094e-11,-1.01005e-05,1.20867e-06,0,0,0,0,0,3.13515e-11,11934,1.00497,0.00378532,0.0146942,1,1.00012,1.00345,1.00146,0,0,0,0,1.01308
Airfoil,223,223,3.70094e-11,-1.01005e-05,1.20867e-06,0,0,0,0,0,3.13515e-11,11934,1.00497,0.00378532,0.0146942,0,0.0151739,1.00345,1.00146,0,0,0,0,1.01308
Airfoil,224,224,1.4924e-11,-1.91312e-05,4.0394e-07,0,0,0,0,0,1.26393e-11,11881.8,1.00526,0.00259654,0.0121665,1,1.00008,1.0037,1.0015,0,0,0,0,0.701023
Airfoil,225,225,1.4924e-11,-1.91312e-05,4.0394e-07,0,0,0,0,0,1.26393e-11,11881.8,1.00526,0.00259654,0.0121665,0,0.0124405,1.0037,1.0015,0,0,0,0,0.701023
Airfoil,226,226,4.12998e-12,-4.20063e-06,6.6142e-08,0,0,0,0,0,3.49726e-12,11668,1.00535,0.0015154,0.0095974,1,1.00005,1.00378,1.00151,0,0,0,0,0.499888
Airfoil,227,227,4.12998e-12,-4.20063e-06,6.6142e-08,0,0,0,0,0,3.49726e-12,11668,1.00535,0.0015154,0.0095974,0,0.0097163,1.00378,1.00151,0,0,0,0,0.499888
Airfoil,228,228,1.59651e-11,-4.93634e-07,4.2389e-07,0,0,0,0,0,1.35208e-11,11478.3,1.00525,0.000964735,0.00685743,1,1.00002,1.00371,1.0015,0,0,0,0,0.720106
Airfoil,229,229,1.59651e-11,-4.93634e-07,4.2389e-07,0,0,0,0,0,1.35208e-11,11478.3,1.00525,0.000964735,0.00685743,0,0.00692496,1.00371,1.0015,0,0,0,0,0.720106
Airfoil,230,230,5.02068e-11,1.5657e-05,1.7469e-06,0,0,0,0,0,4.2533e-11,11476.7,1.00493,0.000414068,0.00411746,1,1.00001,1.00344,1.00145,0,0,0,0,1.10187
Airfoil,231,231,5.02068e-11,1.5657e-05,1.7469e-06,0,0,0,0,0,4.2533e-11,11476.7,1.00493,0.000414068,0.00411746,0,0.00413823,1.00344,1.00145,0,0,0,0,1.10187
Airfoil,232,232,9.67354e-11,3.57409e-05,3.94687e-06,0,0,0,0,0,8.19915e-11,11425.5,1.00432,0.000131388,0.0013375,1,1,1.00293,1.00137,0,0,0,0,1.38542
Airfoil,233,233,9.67354e-11,3.57409e-05,3.94687e-06,0,0,0,0,0,8.19915e-11,11425.5,1.00432,0.000131388,0.0013375,0,0.00134394,1.00293,1.00137,0,0,0,0,1.38542
