Cell ID,alphat_average,alphat_maximum,alphat_minimum,Area,Cd,Cell Type,k_average,k_maximum,k_minimum,Normals_average_0,Normals_average_1,Normals_average_2,Normals_average_Magnitude,Normals_maximum_0,Normals_maximum_1,Normals_maximum_2,Normals_maximum_Magnitude,Normals_minimum_0,Normals_minimum_1,Normals_minimum_2,Normals_minimum_Magnitude,nut_average,nut_maximum,nut_minimum,omega_average,omega_maximum,omega_minimum,p_average,p_maximum,p_minimum,rho_average,rho_maximum,rho_minimum,T_average,T_maximum,T_minimum,U_average_0,U_average_1,U_average_2,U_average_Magnitude,U_maximum_0,U_maximum_1,U_maximum_2,U_maximum_Magnitude,U_minimum_0,U_minimum_1,U_minimum_2,U_minimum_Magnitude
0,4.91495e-07,5.12294e-07,4.7422e-07,2.06094,0.0100013,1,0.000147768,0.000155141,0.000142457,-1.50934e-08,-3.19605e-09,0,1.54281e-08,-2.02708e-09,-3.44584e-09,0,3.99786e-09,-2.02708e-09,-3.44584e-09,0,3.99786e-09,4.18498e-07,4.36146e-07,4.03748e-07,79.6573,81.2425,78.4139,2.05821,2.05891,2.05774,2.05795,2.05854,2.05759,2.06119,2.06132,2.06108,0,0,0,0,0,0,0,0,0,0,0,0
