Time;Cd;Cl
589.0;0.0357597639;-0.67758055
590.0;0.0357332378;-0.677932041
591.0;0.0357067211;-0.678277336
592.0;0.0356798078;-0.678625385
593.0;0.035653073;-0.6789721
594.0;0.0356263229;-0.679320221
595.0;0.0355995471;-0.679665615
596.0;0.0355729518;-0.680009917
597.0;0.0355464444;-0.680355291
598.0;0.0355196863;-0.680698321
599.0;0.0354931577;-0.681040899
600.0;0.0354667176;-0.681383818
601.0;0.0354402923;-0.681728533
602.0;0.0354135459;-0.682070053
603.0;0.0353868453;-0.682409574
604.0;0.0353602069;-0.682747973
605.0;0.0353336646;-0.683088075
606.0;0.0353069519;-0.683425868
607.0;0.0352803506;-0.683763275
608.0;0.0352539246;-0.684099906
609.0;0.035227474;-0.68443849
610.0;0.0352004766;-0.684777082
611.0;0.0351743908;-0.685107061
612.0;0.0351477828;-0.685439914
613.0;0.0351213281;-0.685775446
614.0;0.0350947427;-0.686107649
615.0;0.0350686429;-0.686434847
616.0;0.0350422192;-0.686766506
617.0;0.0350157474;-0.687100881
618.0;0.0349891434;-0.687431574
619.0;0.0349622993;-0.687763371
620.0;0.0349360758;-0.688089166
621.0;0.0349100704;-0.688411858
622.0;0.0348833413;-0.688738697
623.0;0.0348568024;-0.689065923
624.0;0.0348304694;-0.689391484
625.0;0.0348041392;-0.689717104
626.0;0.0347772737;-0.690043894
627.0;0.0347511018;-0.690364232
628.0;0.0347248251;-0.69068356
629.0;0.0346985765;-0.691004787
630.0;0.0346720333;-0.691324664
631.0;0.0346456691;-0.691643323
632.0;0.0346193463;-0.691961525
633.0;0.0345929984;-0.692280433
634.0;0.0345663388;-0.692596879
635.0;0.0345398824;-0.692911807
636.0;0.0345135645;-0.693226161
637.0;0.0344873002;-0.69354151
638.0;0.0344607096;-0.693854791
639.0;0.0344342744;-0.69416677
640.0;0.0344079289;-0.694477546
641.0;0.034381628;-0.694788705
642.0;0.034355004;-0.695098035
643.0;0.0343287915;-0.695403507
644.0;0.0343023243;-0.695712294
645.0;0.0342759418;-0.696022549
646.0;0.0342494375;-0.696329844
647.0;0.0342235369;-0.696631362
648.0;0.0341967163;-0.696941501
649.0;0.0341708238;-0.697243552
650.0;0.0341439824;-0.697545759
651.0;0.0341173608;-0.697848358
652.0;0.0340909903;-0.698148898
653.0;0.034064972;-0.698447788
654.0;0.034038586;-0.698745563
