Time;Cd;Cl
710.0;0.0902485666;-1.09650422
711.0;0.0902928696;-1.09700348
712.0;0.0903366412;-1.09750069
713.0;0.0903825743;-1.09801983
714.0;0.0904271018;-1.0985282
715.0;0.090470408;-1.09902947
716.0;0.0905105945;-1.099508
717.0;0.0905499218;-1.09998979
718.0;0.0905847684;-1.10043955
719.0;0.090618055;-1.10088225
720.0;0.0906505307;-1.10132221
721.0;0.0906821263;-1.10175598
722.0;0.0907133513;-1.10218908
723.0;0.0907479544;-1.10265452
724.0;0.0907859779;-1.10314221
725.0;0.0908259898;-1.10363604
726.0;0.0908667995;-1.10413065
727.0;0.0909060828;-1.10461403
728.0;0.0909432235;-1.10508902
729.0;0.090977557;-1.1055481
730.0;0.0910097102;-1.10599357
731.0;0.0910406122;-1.10643089
732.0;0.0910717767;-1.1068737
733.0;0.0911026451;-1.10731573
734.0;0.091132291;-1.10774862
735.0;0.091163537;-1.10820126
736.0;0.0911960287;-1.10865978
737.0;0.0912311281;-1.10913502
738.0;0.0912670012;-1.10960884
739.0;0.091301356;-1.11006932
740.0;0.0913363222;-1.11054675
741.0;0.0913698295;-1.11101851
742.0;0.0914013288;-1.11147528
743.0;0.091432558;-1.11193271
744.0;0.0914618427;-1.11237353
745.0;0.0914904189;-1.11281392
746.0;0.091518185;-1.11325162
747.0;0.0915465374;-1.1136991
748.0;0.0915761544;-1.1141551
749.0;0.0916069809;-1.11461834
750.0;0.0916366245;-1.11506617
751.0;0.0916660975;-1.11551762
752.0;0.0916946807;-1.11597102
753.0;0.0917215101;-1.11641642
754.0;0.0917466676;-1.11685024
755.0;0.0917717618;-1.11728452
756.0;0.0917991023;-1.1177397
757.0;0.0918261985;-1.11818505
758.0;0.0918522743;-1.11861837
759.0;0.0918789211;-1.11906415
760.0;0.0919060977;-1.11951874
761.0;0.0919346755;-1.11998769
762.0;0.0919639199;-1.1204562
763.0;0.0919937855;-1.1209294
764.0;0.0920217787;-1.12138883
765.0;0.0920471332;-1.12183287
766.0;0.0920706316;-1.12227184
767.0;0.0920939708;-1.12272116
768.0;0.0921162115;-1.12315511
769.0;0.0921387539;-1.12358928
770.0;0.0921624187;-1.12403416
771.0;0.0921862333;-1.12447665
772.0;0.0922111286;-1.12492469
773.0;0.0922377602;-1.12538617
774.0;0.0922676585;-1.12587896
775.0;0.0922993116;-1.12638416
776.0;0.0923298021;-1.12687269
777.0;0.0923578893;-1.12734172
778.0;0.0923830192;-1.12779078
779.0;0.0924076828;-1.12825062
780.0;0.0924346604;-1.1287364
781.0;0.0924635197;-1.12922961
782.0;0.0924945024;-1.12973782
783.0;0.0925244368;-1.13023256
784.0;0.0925520322;-1.13070153
785.0;0.0925803716;-1.13118358
786.0;0.0926127483;-1.13170065
787.0;0.0926510549;-1.13225577
788.0;0.0926927533;-1.13282751
789.0;0.0927323227;-1.13337552
790.0;0.0927698751;-1.1339123
791.0;0.0928075076;-1.13445917
792.0;0.0928451759;-1.13501062
793.0;0.0928815921;-1.13554973
794.0;0.0929188309;-1.13609406
795.0;0.0929614998;-1.13668665
796.0;0.0930053325;-1.13727629
797.0;0.0930470371;-1.1378448
798.0;0.0930835648;-1.13837877
799.0;0.0931139591;-1.13887338
800.0;0.093142399;-1.13936683
801.0;0.0931728895;-1.13988287
802.0;0.0932053487;-1.14041168
803.0;0.0932380109;-1.14093795
804.0;0.0932694387;-1.14145377
805.0;0.0933056965;-1.14200642
806.0;0.0933590282;-1.1426843
807.0;0.0934248998;-1.14341539
808.0;0.0934874397;-1.14409475
809.0;0.0935365248;-1.14468191
810.0;0.0935693625;-1.14517514
811.0;0.0935911085;-1.14562556
812.0;0.0936067879;-1.14606271
813.0;0.0936195146;-1.14648443
814.0;0.0936317678;-1.14690175
